post_code	street_code	street_name	score	raw_address
A024851	2534	Rua Alfredo Moreira	1.000	Rua Alfredo Moreira
A024852	2534	Rua Alfredo Moreira	1.000	Rua Alfredo Moreira
A024853	25666	Rua Frederico	1.000	Rua Frederico
A024854	25666	Rua Frederico	1.000	Rua Frederico
A024854D	25666	Rua Frederico	1.000	Rua Frederico
A024855	25666	Rua Frederico	1.000	Rua Frederico
A024857	2534	Rua Alfredo Moreira	1.000	Rua Alfredo Moreira
A024858	25666	Rua Frederico	1.000	Rua Frederico
A024859	24082	Rua Fernando César D`Andrade	1.000	Rua Fernando César
A024860	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024861	24082	Rua Fernando César D`Andrade	1.000	Rua Fernando César
A024862	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024863	27286	Rua Graciliano Ramos	1.000	Rua Graciliano Ramos
A024864	27286	Rua Graciliano Ramos	1.000	Rua Graciliano Ramos
A024865	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024866	27286	Rua Graciliano Ramos	1.000	Rua Graciliano Ramos
A024867	27286	Rua Graciliano Ramos	1.000	Rua Graciliano Ramos
A024868	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024869	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024870	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024871	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024872	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024872D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024873	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024874	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024875	34525	Rua Joaquim Amaral Cardoso	1.000	Rua Joaquim Amaral Cardoso
A024876	34525	Rua Joaquim Amaral Cardoso	1.000	Rua Joaquim Amaral Cardoso
A024877	34525	Rua Joaquim Amaral Cardoso	1.000	Rua Joaquim Amaral Cardoso
A024878	34525	Rua Joaquim Amaral Cardoso	1.000	Rua Joaquim Amaral Cardoso
A024879	10030	Rua Engenho Majestoso	1.000	Rua Engenho Majestoso
A024880	10030	Rua Engenho Majestoso	1.000	Rua Engenho Majestoso
A024881	10030	Rua Engenho Majestoso	1.000	Rua Engenho Majestoso
A024882	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024883	34525	Rua Joaquim Amaral Cardoso	1.000	Rua Joaquim Amaral Cardoso
A024884	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024885	44962	Rua Monte Alverne	1.000	Rua Monte Alverne
A024886	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024887	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024888	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024889	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024890	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024892	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024893	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024894	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024896	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024897	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024897D	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A024913	43974	Rua Mem de Sá	1.000	Rua Mem de Sá
A024914	43974	Rua Mem de Sá	1.000	Rua Mem de Sá
A024915	43974	Rua Mem de Sá	1.000	Rua Mem de Sá
A024916	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A024917	48402	Rua Paconé	1.000	Rua Paconé
A024918	48402	Rua Paconé	1.000	Rua Paconé
A024919	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A024920	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A024920D	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A024921	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A024922	50440	Rua Deputado Pedro Velho	1.000	Rua Deputado Pedro Velho
A024923	39772	Rua Luiz de Camões	1.000	Rua Luiz de Camões
A024924	35530	Rua Professor José Carneiro	1.000	Rua Professor José Carneiro
A024936	4782	Rua dos Andradas	1.000	Rua dos Andradas
A024937	4782	Rua dos Andradas	1.000	Rua dos Andradas
A024938	4782	Rua dos Andradas	1.000	Rua dos Andradas
A024939	48402	Rua Paconé	1.000	Rua Paconé
A024940	4782	Rua dos Andradas	1.000	Rua dos Andradas
A024940D	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A024944	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024945	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024946	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024947	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024948	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024949	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024950	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A024951	25666	Rua Frederico	1.000	Rua Frederico
A024952	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A024953	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A024954	8958	Rua Dr Augusto Maciel	0.750	Rua Doutor Augusto Maciel
A024955	25666	Rua Frederico	1.000	Rua Frederico
A024956	25666	Rua Frederico	1.000	Rua Frederico
A024957	25666	Rua Frederico	1.000	Rua Frederico
A024960	42706	Rua Dona Maria Luiza Guerra	1.000	Rua Dona Maria Luiza Guerra
A024961	44962	Rua Monte Alverne	1.000	Rua Monte Alverne
A024962	42706	Rua Dona Maria Luiza Guerra	1.000	Rua Dona Maria Luiza Guerra
A024964	44962	Rua Monte Alverne	1.000	Rua Monte Alverne
A024964D	44962	Rua Monte Alverne	1.000	Rua Monte Alverne
A024965	42706	Rua Dona Maria Luiza Guerra	1.000	Rua Dona Maria Luiza Guerra
A024966	25666	Rua Frederico	1.000	Rua Frederico
A024968	25666	Rua Frederico	1.000	Rua Frederico
A024971	21237	Rua Dona Elvira	1.000	Rua Dona Elvira
A024973	21237	Rua Dona Elvira	1.000	Rua Dona Elvira
A024975	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024976	11320	Rua Bernardo de Vasconcelos	1.000	Rua Bernardo de Vasconcelos
A024977	11320	Rua Bernardo de Vasconcelos	1.000	Rua Bernardo de Vasconcelos
A024978D	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024979	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024980	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024981	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024982	10332	Rua Basílio da Gama	1.000	Rua Basílio da Gama
A024983	10332	Rua Basílio da Gama	1.000	Rua Basílio da Gama
A024984	10332	Rua Basílio da Gama	1.000	Rua Basílio da Gama
A024985	10332	Rua Basílio da Gama	1.000	Rua Basílio da Gama
A024987	34851	Rua Joaquim Távora	1.000	Rua Joaquim Távora
A024988	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024989	19860	Rua Divino Salvador	1.000	Rua Salvador de Sá
A024990	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024993	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024994	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024995	34282	Rua Professor João Rodrigues	1.000	Rua Professor João Rodrigues
A024996	34282	Rua Professor João Rodrigues	1.000	Rua Professor João Rodrigues
A024997	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024998	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A024999	58939	Rua Rodolfo de Holanda	1.000	Rua Rodolfo de Holanda
A025012	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025012D	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025014	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025015	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025016	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025017	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025019	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025021	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025022	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025025	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025026	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025027	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025028	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025028D	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025029	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025030	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025031	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025032	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025033	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025034	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025035	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025036	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025037	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025039	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025040	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025041	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025042	65021	Rua Virgílio de Melo Franco	1.000	R. Virgilio De Melo Franco
A025043	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025044	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A025045	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025046	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025047	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025047D	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025048	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025049	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025050	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025050D	39802	Rua Luiz Clericuzzi	1.000	R. Luiz Clericuzzi
A025051	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025052	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025053	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025054	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025056	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025057	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025059	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025060	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025061	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025063	46760	Rua Nova Jales	1.000	R. Nova Jales
A025064	46760	Rua Nova Jales	1.000	Rua Nova Jales
A025065	46760	Rua Nova Jales	1.000	Rua Nova Jales
A025066	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A025067	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A025068	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025069	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A025070	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A025071	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A025072	46760	Rua Nova Jales	1.000	R. Nova Jales
A025073	46760	Rua Nova Jales	1.000	R. Nova Jales
A025074	46760	Rua Nova Jales	1.000	R. Nova Jales
A025075	46760	Rua Nova Jales	1.000	R. Nova Jales
A025076	46760	Rua Nova Jales	1.000	R. Nova Jales
A025077	46760	Rua Nova Jales	1.000	R. Nova Jales
A025079	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025080	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025084	46760	Rua Nova Jales	1.000	R. Nova Jales
A025085	46760	Rua Nova Jales	1.000	R. Nova Jales
A025086	46760	Rua Nova Jales	1.000	R. Nova Jales
A025110	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A025111	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A025113	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025114	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025115	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025116D	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025117	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025118	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025120	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025121	34908	Rua Professor Joaquim Xavier de Brito	1.000	R. Xavier De Brito
A025122	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025123	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025123D	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025124	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025125	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025126	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025127	34690	Rua Joaquim Gonçalves Torreiro	1.000	R. Joaquim Goncalves Torreiro
A025128	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A025132	14648	Rua Caraybas	1.000	Rua Caraybas
A025134	6289	Rua Antônio Tibúrcio	1.000	Rua Antônio Tibúrcio
A025135	14648	Rua Caraybas	1.000	Rua Caraybas
A025136	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025137	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025138	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025139	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025140	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025153	56723	Rua Raul Cesário de Melo	1.000	R. Raul Cesario De Melo
A025198	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A025199	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A025300	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025301	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025303	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025304	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025305	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025306	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025307	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025308	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025309	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025311	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025313	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025314	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025315	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025316	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025317	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025319	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025320	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025321	65536	Rua Yony Sampaio	1.000	Rua Pará
A025322	65536	Rua Yony Sampaio	1.000	Rua Pará
A025323	65536	Rua Yony Sampaio	0.500	Rua Wanderlândia
A025323D	65536	Rua Yony Sampaio	0.500	Rua Wanderlândia
A025325	65536	Rua Yony Sampaio	1.000	Rua Pará
A025326	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025328	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025330	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025331	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025521	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025526	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025528	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025536	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025537	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025538	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025539	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025550	6874	Rua Vitoriana	1.000	Rua Vitoriana
A025551	52400	Rua Porto Real	1.000	Rua Porto Real
A025552	52400	Rua Porto Real	1.000	Rua Porto Real
A025554	52400	Rua Porto Real	1.000	Rua Porto Real
A025556	52400	Rua Porto Real	1.000	Rua Porto Real
A025557	52400	Rua Porto Real	1.000	Rua Porto Real
A025558	52400	Rua Porto Real	1.000	Rua Porto Real
A025565	41904	Rua Manoel Silva	1.000	R. Manoel Silva
A025566	41904	Rua Manoel Silva	0.600	R. Manoel Silva - Agua Fria
A025567	57347	Rua Ribeirão Claro	1.000	R. Ribeirao Claro
A025568	41904	Rua Manoel Silva	0.600	R. Manoel Silva - Agua Fria
A025570	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025570D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025571	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025572	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025573	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025574	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025575	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025576	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025577	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025578	23280	Rua Doutor Eutíchio de Barros Correia	1.000	Rua Doutor Eutíchio De Barros Correia
A025580	27421	Rua Gravatá	1.000	Rua Gravatá
A025581	27421	Rua Gravatá	1.000	Rua Gravatá
A025582	27421	Rua Gravatá	1.000	Rua Gravatá
A025584	24244	Rua Fernando da Veiga Pessoa	1.000	Rua Fernando da Veiga Pessoa
A025585	24244	Rua Fernando da Veiga Pessoa	1.000	Rua Fernando da Veiga Pessoa
A025586	24244	Rua Fernando da Veiga Pessoa	1.000	Rua Fernando da Veiga Pessoa
A025587	24244	Rua Fernando da Veiga Pessoa	1.000	Rua Fernando da Veiga Pessoa
A025590	24244	Rua Fernando da Veiga Pessoa	1.000	Rua Fernando da Veiga Pessoa
A025592	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025593	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025594	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025824	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025839	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025841	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025842	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025846	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025847	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025848	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025872	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025875	7218	Rua Arão Botler	1.000	Rua Arão Botler
A025877	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025878	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025879	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025880	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025881	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025882	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025883	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025884	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A025886	51489	Rua Belo Horizonte	1.000	Rua Belo Horizonte
A025887	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025889	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025890	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A025891	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025894	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025895	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025896	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025898	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A025904	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025905	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025906	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025907	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025908	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025909	10529	Avenida Beberibe	1.000	Avenida Beberibe
A025911	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025911D	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025913	62391	Rua Urca	1.000	R. Urca
A025914	62391	Rua Urca	1.000	R. Urca
A025915	62391	Rua Urca	1.000	R. Urca
A025916	62391	Rua Urca	1.000	R. Urca
A025917	62391	Rua Urca	1.000	R. Urca
A025918	62391	Rua Urca	1.000	R. Urca
A025921	54526	Rua Sebastião do Rego Barros	1.000	R. Sebastiao Rego Barros
A025922	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025924	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025925	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025926	67881	Rua Luis Andrade de Sá e Benevides	0.667	R. Luis Clericuzi
A025927	41475	Rua Manoel Brandão	1.000	R. Manoel Brandao
A025928	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025929	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025930	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025932	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025934	28886	Rua Hercília de Medeiros	1.000	R. Hercilia De Medeiros
A025939	59900	Rua Barão de Tamandaré	1.000	R. Barao De Tamandare
A026140	54143	Rua Sapucaia do Sul	0.600	Rua Sapucaia do Sul
A026142	5215	Rua do Anil	1.000	Rua do Anil
A026148	52400	Rua Porto Real	1.000	Rua Porto Real
A026149	63053	Rua Bela Cruz	1.000	Rua Bela Cruz
A026150	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A026151	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A026152D	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A026154	56723	Rua Raul Cesário de Melo	1.000	R. Raul Cesario De Melo
A026155	56723	Rua Raul Cesário de Melo	1.000	R. Raul Cesario De Melo
A026156	10529	Avenida Beberibe	1.000	Avenida Beberibe
A026158	10529	Avenida Beberibe	1.000	Avenida Beberibe
